,Country Name,Country Code,TotElecGen_2015,RenewElecGen_2015,NotRenewShare_2015,PolStab_2015,ContCorrup_2015,RegQual_2015,RuleofLaw_2015,GDP2010base_2015,GDPPerCapita_2015,GovEffec_2015
147,Russian Federation,RUS,1065623.0,168963.0,84.1442048454284,-1.0293351411819458,-0.9491526484489441,-0.5207788944244385,-0.7636370062828064,1662474715110.35,9313.01362484996,-0.2044423520565033
148,Rwanda,RWA,523.75,297.95,43.1121718377088,0.013241149485111237,0.6357123255729675,0.24298350512981415,0.05041502043604851,8693025510.78313,751.639369748452,-0.04584342613816261
149,Samoa,WSM,134.1,40.7,69.6495152870992,1.1839739084243774,0.2910067141056061,-0.08044139295816422,0.6984769701957703,688543101.305806,4073.66600980642,0.5085092186927795
150,San Marino,SMR,,0.0,100.0,0.9194737672805786,,,,1618364422.82622,42660.3381585202,
151,Sao Tome and Principe,STP,69.7,7.3,89.5265423242468,0.14404256641864777,-0.04516354575753212,-0.7713445425033569,-0.7560786604881287,245734374.427611,1584.82776026425,-0.7509077787399292
152,Saudi Arabia,SAU,338336.0,1.0,99.99970443582711,-0.6263989806175232,0.05213524028658867,0.025131069123744965,0.11781679838895798,678729756049.654,20627.9327823422,0.19993440806865692
153,Senegal,SEN,3955.0,412.0,89.582806573957,-0.11666480451822281,0.05901333689689636,-0.15755821764469147,-0.14167241752147675,20184156790.4171,1219.24866243037,-0.42644450068473816
154,Serbia,SRB,37595.0,10115.0,73.0948264396861,0.23898202180862427,-0.267050176858902,0.1553419679403305,-0.1171729788184166,43688023451.3019,5588.98072768556,0.11112025380134583
155,Seychelles,SYC,378.0,9.0,97.61904761904762,0.6887797713279724,0.8836090564727783,-0.09188007563352585,0.20104581117630005,1231973520.30455,14745.3414620288,0.42285528779029846
156,Sierra Leone,SLE,205.0,125.0,39.0243902439024,-0.10251676291227341,-0.7997044920921326,-0.8951480984687805,-0.8536182045936584,3163801388.83,588.228452702849,-1.2498995065689087
157,Singapore,SGP,50415.0,918.0,98.17911335911931,1.3117527961730957,2.092715263366699,2.26054310798645,1.813475251197815,298944012931.308,55646.6187469505,2.2364187240600586
158,Slovak Republic,SVK,26632.0,6040.0,77.3205166716732,0.8745452165603638,0.1778615564107895,0.7886619567871094,0.5038066506385803,102499951243.194,16310.9884090005,0.8377233743667603
159,Slovenia,SVN,14817.0,4355.0,70.6080853074172,0.953392744064331,0.7729981541633606,0.6263493895530701,0.9745701551437378,49165960969.8054,20881.7669299329,0.972418487071991
160,Solomon Islands,SLB,96.79,2.19,97.73736956297138,0.6609847545623779,-0.34083840250968933,-0.9462257027626038,-0.48620331287384033,998792439.894971,2167.17382619953,-1.0243765115737915
161,Somalia,SOM,350.0,0.0,100.0,-2.3808279037475586,-1.615162968635559,-2.1527695655822754,-2.30011248588562,,,-2.196854591369629
162,South Africa,ZAF,246736.0,5564.0,97.74495817391868,-0.21299293637275696,0.025144502520561218,0.2793785631656647,0.08822749555110931,418543065568.063,5734.63342207587,0.2918085753917694
163,South Sudan,SSD,330.0,2.0,99.39393939393939,-2.3756890296936035,-1.687515377998352,-1.6836042404174805,-1.8554729223251343,7832417790.53658,1119.65133267823,-2.163074254989624
164,Spain,ESP,277792.0,97088.0,65.050109434397,0.2514911890029907,0.5839002132415771,0.8076367378234863,0.9015920162200928,1418879948438.72,25732.0183647454,1.1740351915359497
165,Sri Lanka,LKA,13182.0,6390.0,51.5248065543924,0.0903681144118309,-0.34415537118911743,-0.052957598119974136,0.03732110932469368,76485840044.3994,3843.78067184442,-0.009256239980459213
166,St. Kitts and Nevis,KNA,225.3,10.3,95.4283177984909,0.582326352596283,0.504500687122345,0.3781135380268097,0.4795236885547638,856456500.287898,18028.9734308952,0.11731190979480743
167,St. Lucia,LCA,381.268,0.0,100.0,0.8536908030509949,0.6177639365196228,0.30619707703590393,0.6728448867797852,1521136821.81312,10093.8997626748,-0.07922755926847458
168,St. Vincent and the Grenadines,VCT,166.0,26.0,84.3373493975904,1.0047245025634766,0.6747007966041565,0.2660684883594513,0.592869758605957,718283691.619185,6920.87807380804,0.029870079830288887
169,Sudan,SDN,13047.0,8420.0,35.464091361998896,-2.1621832847595215,-1.466465950012207,-1.4903438091278076,-1.2109967470169067,64457231228.6983,1909.73875450207,-1.4758721590042114
170,Suriname,SUR,2258.0,1356.0,39.9468556244464,0.25668829679489136,-0.2391120195388794,-0.6074460744857788,-0.19538049399852753,4732951551.56431,8562.08136860759,-0.3458428382873535
171,Swaziland,SWZ,496.0,231.0,53.4274193548387,-0.4761510491371155,-0.3909010887145996,-0.511012077331543,-0.32443544268608093,5123781850.14176,3679.79979948884,-0.5623583793640137
172,Sweden,SWE,161931.0,102442.0,36.7372522864677,0.9471064209938049,2.2411282062530518,1.8150663375854492,2.037792205810547,552086083358.095,51545.4836095322,1.8159024715423584
173,Switzerland,CHE,66097.0,41111.0,37.8020182459113,1.3393590450286865,2.1364731788635254,1.7410870790481567,1.9451736211776733,634044598787.225,82081.5971616165,1.9980524778366089
174,Syrian Arab Republic,SYR,17881.0,413.0,97.69028577820032,-2.974081039428711,-1.545719027519226,-1.6355184316635132,-1.4230436086654663,,,-1.5904126167297363
175,Tajikistan,TJK,17162.0,16900.0,1.5266285980654999,-0.8826422691345215,-1.1257082223892212,-1.02426016330719,-1.0555424690246582,7912968729.66586,929.095857223746,-0.8482505679130554
176,Tanzania,TZA,6295.0,2150.0,65.845909451946,-0.416194349527359,-0.68781977891922,-0.37491828203201294,-0.37176573276519775,43583292908.8203,947.933446487903,-0.6019728779792786
177,Thailand,THA,177760.0,15178.0,91.46152115211521,-0.9944292902946472,-0.4934001564979553,0.2920193374156952,-0.14770840108394623,394514326505.528,5840.04652294326,0.35012999176979065
178,Togo,TGO,81.0,61.0,24.691358024691397,-0.23134805262088776,-0.7238495349884033,-0.8177803754806519,-0.7994739413261414,4620453172.28258,570.910279013434,-1.193057656288147
179,Tonga,TON,55.405,3.273,94.09259092139699,0.8863343596458435,-0.46739476919174194,-0.41699227690696716,-0.2008552849292755,409049803.045504,4336.19657636639,-0.3302171230316162
180,Trinidad and Tobago,TTO,10300.0,0.0,100.0,0.28611430525779724,-0.3007313907146454,0.15446141362190247,-0.11600002646446228,23076489057.246,18289.704340369,0.23246519267559052
181,Tunisia,TUN,19676.0,558.0,97.16405773531206,-0.9603872299194336,-0.06881076097488403,-0.4053105413913727,-0.06608583778142929,48167866634.0646,3861.68853113497,-0.12027864158153534
182,Turkey,TUR,261783.0,83657.0,68.0433794402234,-1.493914008140564,-0.15438169240951538,0.2708806097507477,-0.11302321404218674,1093418588459.3,11006.2497363978,0.22298502922058105
183,Turkmenistan,TKM,22534.0,0.0,100.0,-0.08779886364936829,-1.346633791923523,-2.073840856552124,-1.4178355932235718,37253652747.7258,6432.68070195019,-0.8504756689071655
184,Tuvalu,TUV,7.1,2.0,71.830985915493,1.3912882804870605,-0.03299702703952789,-0.6861990094184875,0.35703325271606445,38061062.981406,3197.77225194394,-0.9635205268859863
185,Uganda,UGA,3472.6,3227.8,7.0494730173357,-0.8045016527175903,-1.0516507625579834,-0.2619875967502594,-0.39022353291511536,34549969867.361,843.629415815721,-0.48467859625816345
186,Ukraine,UKR,162108.0,7103.0,95.61835319663435,-1.9618000984191895,-0.9799160361289978,-0.5947010517120361,-0.8135504722595215,121203317705.377,2124.6623187838,-0.5235833525657654
187,United Arab Emirates,ARE,127366.0,296.0,99.76759888824333,0.7595453858375549,1.0719270706176758,1.1110589504241943,0.6408681273460388,372810856991.15,38663.3838066363,1.5096076726913452
188,United Kingdom,GBR,336356.0,83551.0,75.1599495772336,0.5177479386329651,1.8763710260391235,1.8456580638885498,1.81305992603302,2735997360453.5,44974.8318771782,1.7437446117401123
189,United States,USA,4297048.0,568439.0,86.7714067890328,0.678062379360199,1.3969345092773438,1.2561545372009277,1.596107840538025,16726935659206.4,56839.3817742317,1.4635224342346191
190,Uruguay,URY,13740.0,12168.0,11.441048034934497,1.004238247871399,1.3168532848358154,0.4245312809944153,0.7124179601669312,47559277164.2749,15613.7642726566,0.5288608074188232
191,Uzbekistan,UZB,57280.0,11830.0,79.3470670391061,-0.3730364143848419,-1.2619606256484985,-1.6424378156661987,-1.1112053394317627,66934792340.1329,2615.025134487,-0.6718292236328125
192,Vanuatu,VUT,63.5,13.5,78.74015748031499,0.47840893268585205,-0.11681375652551651,-0.34934407472610474,0.10412152856588364,754225528.53839,2801.93984778858,-0.7836349010467529
193,"Venezuela, RB",VEN,117590.0,74899.0,36.3049579045837,-0.9771808981895447,-1.3913217782974243,-1.8849148750305176,-2.0323681831359863,,,-1.2199217081069946
194,Vietnam,VNM,153283.0,56304.0,63.2679423027994,0.06997048854827881,-0.42619654536247253,-0.4827265441417694,-0.3393469750881195,154508616051.562,2085.10148409879,0.06739990413188934
195,Virgin Islands (U.S.),VIR,796.9,30.9,96.1224745890325,1.249272108078003,0.6324804425239563,0.5426963567733765,0.8837420344352722,3167541617.54304,34796.4943553179,1.2672897577285767
196,"Yemen, Rep.",YEM,5326.0,0.0,100.0,-2.6802215576171875,-1.474062204360962,-1.1252782344818115,-1.2710784673690796,20809811298.515,1602.03784066157,-1.6271013021469116
197,Zambia,ZMB,13439.0,13035.0,3.0061760547660015,0.1516948640346527,-0.34126150608062744,-0.4365156292915344,-0.22971497476100922,26058243522.128,1337.79558561814,-0.5556648969650269
198,Zimbabwe,ZWE,9709.0,5119.0,47.275723555464,-0.6181563138961792,-1.3104608058929443,-1.653554081916809,-1.3175320625305176,17048679958.7274,1445.07106198798,-1.1578692197799683
